mean,std,p75,p90,p99,top_50pct_rate,top_10pct_rate,top_1pct_rate,lineup_id,rank_p99
92.99704,18.191944,105.31334,115.53483,135.26263,0.57,0.116,0.006,336,1450
92.78417,19.277859,105.6765,117.418304,138.29466,0.57,0.121,0.013,337,1301
91.86258,19.22093,104.26866,116.60496,138.90964,0.522,0.107,0.011,338,572
91.41992,19.388968,104.478874,116.52033,137.21114,0.512,0.122,0.018,339,548
93.11247,18.40837,104.89477,116.55586,137.7526,0.557,0.136,0.014,340,676
90.441826,18.254818,102.54081,113.523994,130.95445,0.467,0.063,0.003,341,1782
92.694984,18.940195,105.43355,116.94453,137.33105,0.562,0.138,0.016,342,185
92.02571,18.87732,104.7406,115.3126,139.60312,0.531,0.107,0.005,343,328
93.5058,19.188644,105.891136,117.668884,138.389,0.603,0.15,0.018,344,422
90.77323,19.507217,103.25986,115.68043,137.33214,0.48,0.134,0.023,345,58
94.101135,19.324883,106.390366,118.95242,138.94884,0.608,0.162,0.026,346,1428
93.31377,19.239931,106.561,117.42315,139.00414,0.579,0.146,0.015,347,1326
93.14408,19.02346,105.093864,117.58511,138.85713,0.59,0.117,0.006,348,99
92.150505,20.626238,105.85156,118.15811,139.8885,0.517,0.17,0.033,349,835
93.2757,18.65187,105.31769,117.62534,137.34482,0.575,0.134,0.013,350,975
87.4588,17.574358,99.32008,109.84079,125.894196,0.365,0.04,0.002,351,1275
86.07562,17.554745,97.8855,109.11783,125.986145,0.326,0.05,0.003,352,10
90.91842,19.00667,103.2817,116.44441,132.67899,0.491,0.097,0.005,353,851
92.83383,19.090326,105.86165,116.97795,138.844,0.545,0.153,0.012,354,1863
88.43386,17.876633,100.30675,111.74572,131.93141,0.408,0.045,0.004,355,11
87.403435,18.30681,100.44989,110.495705,129.25983,0.373,0.071,0.004,356,821
92.395874,18.687399,105.19313,115.782524,137.5996,0.542,0.119,0.012,357,579
92.317696,17.911837,103.98474,115.6997,133.96632,0.548,0.114,0.006,358,130
89.608826,18.071321,101.79103,113.446594,132.728,0.439,0.06,0.007,359,1916
90.94389,17.904268,103.18626,114.439514,131.39355,0.5,0.091,0.007,360,630
92.20372,18.682575,104.49058,116.71826,133.7079,0.546,0.133,0.014,361,1169
91.74355,19.8318,105.02095,116.36016,138.07397,0.519,0.126,0.024,362,689
92.77678,18.694557,105.13485,116.79016,136.1017,0.564,0.128,0.015,363,103
90.18856,17.529484,100.98651,113.73175,132.97798,0.47,0.063,0.006,364,376
92.22065,18.142504,104.32378,116.06283,134.76196,0.535,0.123,0.006,365,1345
92.56684,18.747074,105.13907,116.82688,136.04588,0.557,0.11,0.007,366,149
89.35117,18.515497,101.198494,113.706795,133.23227,0.439,0.075,0.004,367,1629
89.32078,17.483416,100.498726,112.015236,132.40752,0.436,0.059,0.0,368,1584
91.360466,18.412052,103.32956,115.25789,133.65971,0.534,0.091,0.007,369,1190
91.74325,18.044785,104.23655,115.96428,136.81728,0.518,0.094,0.004,370,1550
93.862335,18.765802,106.44392,117.70461,136.20766,0.609,0.142,0.02,371,234
89.661674,17.941248,101.29181,112.80572,129.96284,0.447,0.051,0.003,372,1504
91.20592,19.428864,104.198746,116.93161,135.49164,0.516,0.114,0.008,373,1481
93.69465,18.316692,106.31113,117.64291,136.64153,0.607,0.118,0.007,374,341
91.88079,19.488035,104.648155,116.86137,137.80391,0.514,0.138,0.016,375,1380
90.04636,18.085655,102.3184,113.56214,131.69917,0.449,0.067,0.004,376,1803
89.017,17.838648,101.12244,111.917564,130.90495,0.422,0.052,0.005,377,1566
88.833954,17.296377,100.79675,111.1006,128.18626,0.411,0.052,0.004,378,1506
88.64684,18.576004,100.860466,112.77994,131.76366,0.395,0.072,0.004,379,529
92.695045,18.263653,105.44985,116.82596,134.76399,0.571,0.102,0.005,380,307
85.61808,17.406334,97.035576,107.90948,125.344154,0.31,0.034,0.002,381,937
92.111206,17.856705,104.03783,115.33883,132.56728,0.543,0.108,0.009,382,647
91.60793,17.825926,103.84415,113.65153,136.13457,0.514,0.095,0.007,383,1071
89.49378,18.012285,101.999504,113.38525,132.97601,0.444,0.071,0.005,384,1464
92.47729,19.695982,105.55653,117.46113,141.50316,0.537,0.148,0.019,385,1319
85.60584,17.73235,97.4471,109.39411,128.71971,0.321,0.041,0.004,386,1035
93.53035,18.652493,105.31266,117.62835,137.49239,0.571,0.136,0.027,387,932
92.6707,19.207521,105.91028,116.80258,136.99849,0.544,0.154,0.01,388,909
91.038925,18.15455,103.16472,114.84399,135.88188,0.48,0.084,0.006,389,1855
86.89596,17.58626,98.69575,109.70636,127.518036,0.348,0.045,0.002,390,93
93.6455,18.425112,106.45647,117.584175,139.39537,0.592,0.138,0.013,391,590
90.604645,18.22783,102.951,113.14771,135.47856,0.488,0.091,0.006,392,284
90.66923,18.229757,102.65751,114.50531,133.54555,0.481,0.083,0.009,393,46
90.14198,19.398005,103.85626,115.013054,134.12645,0.468,0.097,0.015,394,358
89.87501,18.108028,101.68105,114.192604,130.0925,0.461,0.102,0.017,395,1435
93.27407,19.366058,105.50798,117.81231,139.78728,0.583,0.148,0.019,396,1174
91.17522,18.154478,103.18631,114.807076,133.76419,0.492,0.088,0.005,397,537
90.829346,19.326044,103.48207,116.41148,136.05754,0.502,0.133,0.022,398,1806
90.23839,17.64183,101.820145,112.60833,134.01633,0.473,0.059,0.004,399,693
89.159615,17.478207,101.4621,111.47179,132.2672,0.426,0.062,0.002,400,170
94.87737,18.763165,107.53754,118.012505,138.9829,0.651,0.159,0.019,401,1479
89.07311,17.318983,100.93799,111.05712,127.53693,0.418,0.052,0.001,402,322
92.179436,18.93632,104.550964,115.859856,136.04945,0.54,0.115,0.011,403,570
92.17071,18.511332,105.17525,114.83715,138.62032,0.541,0.119,0.016,404,187
90.54972,17.886587,102.315384,113.47502,133.67183,0.478,0.068,0.005,405,141
89.751076,17.93428,102.227264,112.750595,130.03862,0.427,0.07,0.006,406,1459
91.45681,18.627579,103.92897,114.69306,135.2039,0.52,0.124,0.015,407,1438
90.34361,17.588692,101.90621,113.24474,132.9616,0.463,0.075,0.008,408,1217
91.712204,18.762838,104.51196,115.0379,136.56743,0.521,0.106,0.013,409,173
92.11893,18.191423,104.1999,115.70493,135.6649,0.541,0.094,0.006,410,1106
93.35705,19.23968,106.763565,118.74081,138.56615,0.58,0.163,0.018,411,388
88.502884,17.687767,100.64527,111.08209,129.06079,0.391,0.069,0.006,412,1635
90.19073,17.55022,101.616646,113.22924,133.22493,0.463,0.073,0.007,413,1194
92.529236,18.453236,104.47406,116.70764,138.13243,0.568,0.105,0.009,414,662
91.846535,17.735043,104.34342,114.370186,134.82513,0.515,0.096,0.003,415,1022
90.49317,19.312124,103.55318,115.64684,134.5956,0.491,0.125,0.015,416,671
90.69064,18.244907,103.38007,113.963806,134.23466,0.485,0.076,0.006,417,1682
93.161064,19.948938,106.393585,118.791245,140.52814,0.575,0.168,0.028,418,43
89.37752,17.965273,102.169334,112.07804,129.39441,0.426,0.077,0.002,419,1820
88.935356,17.898434,100.98595,111.59198,131.53474,0.432,0.041,0.001,420,1097
92.07973,19.727333,105.53836,116.86068,137.94481,0.54,0.141,0.024,421,215
91.41772,19.26531,104.39262,116.39173,135.30818,0.514,0.126,0.01,422,595
93.67314,18.080992,105.77036,116.920586,135.91687,0.612,0.114,0.008,423,48
91.04435,18.808662,102.93767,113.87344,135.64116,0.491,0.112,0.008,424,1164
90.23901,18.97423,103.52139,114.93779,134.85426,0.467,0.092,0.007,425,273
90.32969,17.765469,101.796295,112.78917,132.75253,0.467,0.065,0.004,426,1546
90.69063,19.074682,103.9787,115.909645,135.28319,0.487,0.108,0.012,427,306
91.81839,18.71379,103.62612,115.94634,135.741,0.512,0.135,0.019,428,1564
89.25172,17.976334,100.994446,112.67726,131.38898,0.403,0.064,0.004,429,116
92.64478,18.8601,105.530426,116.58426,134.3388,0.563,0.086,0.005,430,861
91.18405,17.89815,103.008965,114.28986,134.48569,0.512,0.085,0.006,431,635
92.95266,18.3274,105.58422,117.6301,136.5975,0.592,0.128,0.012,432,1341
91.02901,18.125956,103.02896,114.06211,132.88672,0.502,0.086,0.007,433,583
91.44427,18.281256,103.13642,115.20478,135.54713,0.51,0.098,0.002,434,351
92.70648,19.017256,105.07271,118.31134,139.24161,0.56,0.142,0.016,435,1796
91.04636,18.154005,103.10335,114.5309,132.43555,0.504,0.099,0.009,436,346
92.94934,18.415,105.66063,116.63315,136.29782,0.577,0.119,0.011,437,343
91.74411,18.833288,104.27462,116.45508,133.56789,0.519,0.102,0.01,438,1795
89.60354,17.599483,101.50988,113.03765,129.97939,0.427,0.057,0.0,439,221
92.19321,18.904373,104.62974,116.960945,135.90775,0.539,0.08,0.003,440,1950
93.36717,18.46803,105.389175,117.264824,137.18033,0.594,0.122,0.013,441,224
90.912506,18.43792,102.85649,115.03783,136.71732,0.482,0.083,0.006,442,1849
90.84411,18.913214,103.52312,115.4306,132.92773,0.483,0.11,0.013,443,1240
91.631,18.00873,103.10832,115.93746,134.05103,0.502,0.113,0.012,444,867
93.38444,19.410248,106.81132,117.043625,141.67781,0.576,0.158,0.023,445,176
93.17163,18.678762,105.7005,117.20784,136.78638,0.593,0.132,0.009,446,1851
91.83453,18.527529,104.901794,115.50479,135.28745,0.524,0.106,0.014,447,729
92.07758,18.900188,104.567986,116.12581,136.39355,0.546,0.095,0.006,448,133
92.73205,18.587255,105.33917,116.427666,135.9396,0.558,0.118,0.013,449,38
92.36409,18.882286,104.37006,117.130424,134.97208,0.559,0.107,0.009,450,1957
88.65106,18.076744,100.83913,112.304695,129.58752,0.398,0.055,0.003,451,147
93.8253,19.87831,107.28195,119.593414,141.42311,0.594,0.17,0.023,452,879
93.613144,18.151808,105.614975,116.91747,138.37035,0.587,0.115,0.011,453,1886
89.838776,18.314796,102.24202,113.79251,134.93176,0.476,0.082,0.007,454,999
92.82817,18.437405,105.55179,115.8227,136.09718,0.573,0.114,0.009,455,340
88.93434,17.837536,101.06485,112.54722,131.68184,0.405,0.046,0.002,456,1224
94.44228,19.13996,106.92119,119.17478,140.30257,0.618,0.193,0.03,457,866
92.04936,18.321138,104.66161,116.0234,133.08775,0.525,0.117,0.009,458,571
92.571014,18.009527,104.75629,116.07791,134.88326,0.565,0.09,0.001,459,1707
91.69892,19.293873,104.46615,115.90082,139.37569,0.513,0.109,0.01,460,1037
91.337234,17.932789,102.67195,113.99681,133.40578,0.507,0.093,0.006,461,442
93.507805,18.703459,106.40456,117.03926,136.78787,0.604,0.142,0.01,462,1385
93.613846,18.038105,105.24478,117.083015,136.91043,0.604,0.137,0.012,463,819
91.17802,17.806732,103.92029,113.34766,132.8073,0.507,0.076,0.004,464,474
88.89636,17.480747,100.943985,111.73213,128.12851,0.396,0.062,0.0,465,25
93.96842,18.686481,107.22692,118.28938,135.49432,0.621,0.154,0.017,466,1657
90.21033,18.460442,102.2434,114.59524,132.33711,0.454,0.078,0.003,467,1417
93.35552,19.183468,106.16401,117.48997,136.78792,0.606,0.122,0.007,468,129
88.84449,17.410303,100.44302,110.47536,127.35409,0.407,0.044,0.003,469,1501
91.50239,19.16784,104.13431,116.32645,134.44835,0.52,0.114,0.008,470,56
91.79097,18.199902,103.73684,114.9821,134.09383,0.541,0.1,0.009,471,838
92.45128,18.192032,103.93036,116.67252,134.3088,0.555,0.087,0.007,472,321
92.23269,19.124529,105.459366,117.814026,137.15753,0.54,0.143,0.015,473,8
92.6647,17.88243,103.941956,116.000534,136.94302,0.551,0.109,0.008,474,1068
93.602135,18.131926,105.43244,116.46697,136.10945,0.616,0.131,0.008,475,326
89.741234,17.927332,101.77635,112.78772,131.1422,0.459,0.065,0.005,476,1869
89.45453,17.876675,101.829575,113.02059,132.14328,0.439,0.061,0.002,477,580
90.48736,18.008606,102.4194,113.16305,134.33191,0.47,0.078,0.003,478,1295
88.731514,18.422375,100.54998,113.131325,131.36015,0.406,0.06,0.002,479,275
93.978264,18.952406,107.41686,117.27715,135.9706,0.6,0.164,0.023,480,701
90.88161,17.615574,103.16713,113.65167,130.31853,0.491,0.069,0.003,481,1565
91.36476,18.762527,103.924255,114.47753,135.23773,0.497,0.102,0.006,482,175
92.9688,18.205734,104.81206,116.89135,134.64351,0.557,0.117,0.007,483,591
90.96553,18.113827,102.918205,113.92534,135.44673,0.485,0.069,0.004,484,1381
90.882065,18.11713,103.92629,114.1035,133.76495,0.504,0.078,0.002,485,1133
88.13966,17.414354,100.7736,110.515945,126.302246,0.378,0.055,0.006,486,1706
92.04393,17.851107,103.83034,115.67115,134.74573,0.544,0.09,0.009,487,753
91.908394,17.707758,104.22236,113.8051,134.82869,0.537,0.099,0.005,488,1414
91.674126,18.107399,103.8829,114.89426,130.85953,0.52,0.105,0.01,489,389
89.97189,18.6839,102.61685,114.31419,135.6682,0.442,0.086,0.008,490,1315
91.87733,18.052807,104.328674,114.948135,133.42792,0.516,0.102,0.003,491,1399
90.716125,17.337616,102.15313,112.76159,134.14415,0.493,0.075,0.008,492,1394
91.38821,19.118254,104.174835,116.47381,134.94449,0.502,0.11,0.011,493,1702
92.65186,18.09725,105.121185,115.30714,139.86229,0.55,0.11,0.006,494,1455
92.86339,19.07967,105.66465,117.04295,138.44359,0.571,0.116,0.012,495,83
94.21489,18.864594,106.46126,117.969246,141.70798,0.621,0.142,0.017,496,200
90.38881,18.573303,102.43217,115.24038,133.39227,0.474,0.063,0.002,497,1720
89.262314,17.175661,100.59271,111.85288,129.11148,0.428,0.054,0.002,498,702
93.77344,19.716238,107.237076,118.33691,142.00679,0.592,0.17,0.031,499,965
89.55381,17.171606,100.95262,111.676895,129.07935,0.448,0.054,0.003,500,1658
90.87773,17.934387,102.900154,113.44247,130.26555,0.469,0.083,0.003,501,649
90.58734,18.08523,103.10057,113.417366,131.20766,0.462,0.074,0.002,502,1426
87.21418,16.846996,98.754776,109.246086,125.24415,0.368,0.032,0.006,503,475
90.53693,18.367916,102.43298,113.38035,134.0046,0.491,0.068,0.003,504,1530
90.252396,18.895573,102.645836,113.61129,135.85498,0.467,0.093,0.007,505,633
88.560196,17.558651,100.71967,111.10407,127.395966,0.388,0.052,0.001,506,87
89.24896,17.134657,100.41109,111.896194,128.91245,0.419,0.052,0.002,507,464
89.95389,18.213285,102.57908,112.70936,132.89008,0.463,0.077,0.006,508,1936
88.13751,17.448317,99.79803,111.54455,128.71307,0.401,0.054,0.004,509,263
89.73567,17.388508,101.242226,112.45619,127.93044,0.455,0.064,0.004,510,871
94.267715,19.242989,106.64603,118.80688,141.48602,0.63,0.156,0.015,511,695
90.48742,17.896729,103.22394,113.95185,128.6408,0.467,0.077,0.003,512,1643
93.86324,18.687613,106.21528,118.08399,139.73674,0.604,0.141,0.012,513,1101
91.51631,19.189127,104.45143,115.75673,136.056,0.51,0.141,0.022,514,968
91.2835,18.147758,103.7419,114.29923,133.77592,0.499,0.091,0.007,515,108
93.30727,19.631926,107.19976,117.05887,142.78877,0.563,0.161,0.02,516,308
87.88168,17.526987,100.24544,110.919136,128.77925,0.388,0.046,0.002,517,848
91.47658,18.728422,103.98898,116.27559,135.26808,0.512,0.141,0.025,518,1020
90.73975,18.338818,103.30412,114.7708,134.87767,0.482,0.083,0.006,519,1609
90.003654,19.578205,103.34231,116.289375,135.24014,0.457,0.125,0.025,520,700
90.546425,17.989967,102.372894,113.90233,135.56372,0.477,0.094,0.006,521,102
91.39414,18.497858,103.33211,115.30487,136.6721,0.515,0.105,0.01,522,1393
89.24544,20.314497,102.815094,115.00374,136.62512,0.45,0.125,0.021,523,1770
92.869606,19.10011,104.98703,117.81687,141.73373,0.562,0.154,0.017,524,144
92.57362,18.85028,105.87012,116.27132,136.33034,0.547,0.135,0.014,525,120
92.4105,18.337454,105.00889,115.56585,134.6426,0.547,0.098,0.011,526,371
90.52096,17.615595,102.62647,114.06632,131.86987,0.46,0.058,0.003,527,1249
91.78949,19.151136,104.72541,116.699265,137.71942,0.518,0.145,0.026,528,243
91.08664,18.310884,103.08269,115.034134,134.76202,0.499,0.102,0.002,529,469
90.28023,17.888197,101.76953,112.889404,132.81308,0.497,0.062,0.005,530,463
94.279076,18.383001,107.083824,117.26031,138.65573,0.632,0.132,0.01,531,447
93.948006,18.122177,106.90447,116.77441,140.20341,0.603,0.133,0.009,532,1043
93.54764,18.7171,106.17216,117.38499,138.72704,0.598,0.136,0.014,533,934
90.17494,18.34197,102.30789,114.000755,134.66393,0.463,0.097,0.003,534,977
89.112404,18.409779,101.55357,112.29265,129.78336,0.422,0.086,0.004,535,20
93.28681,18.984257,106.651955,118.588905,137.58401,0.572,0.153,0.02,536,944
91.88231,17.979206,103.48166,115.55954,135.93936,0.529,0.102,0.009,537,772
90.02339,18.003788,101.70416,113.93351,130.19563,0.459,0.068,0.009,538,34
91.84744,18.728792,104.73006,116.55805,134.99092,0.524,0.109,0.015,539,1387
91.896515,19.21755,104.75357,117.51436,136.7336,0.514,0.141,0.018,540,917
90.47754,17.681551,102.20543,112.8179,132.92023,0.484,0.072,0.004,541,1132
91.02031,17.669062,103.2224,113.773186,132.06587,0.506,0.061,0.005,542,1245
90.94934,17.9321,103.429985,113.5425,133.28357,0.496,0.079,0.007,543,541
89.87244,17.770418,101.98465,113.44584,129.16646,0.45,0.055,0.002,544,1091
93.32319,18.84195,105.53833,118.43915,136.62108,0.561,0.14,0.018,545,731
92.0502,19.320156,105.37485,117.600494,136.19788,0.541,0.148,0.022,546,443
92.778305,18.770542,105.08606,117.23543,137.97182,0.579,0.135,0.025,547,304
91.18014,19.19282,104.5304,116.262886,134.7638,0.493,0.141,0.02,548,713
90.753654,18.080772,102.74356,113.74955,133.49857,0.48,0.069,0.002,549,523
92.489685,19.664165,105.26219,117.14677,139.56372,0.548,0.138,0.011,550,1119
90.750465,18.221828,102.73116,113.9311,131.143,0.495,0.075,0.004,551,1274
92.70736,18.949726,105.68287,117.98387,135.00493,0.551,0.153,0.02,552,14
91.87205,18.121223,103.85467,115.91789,133.27927,0.537,0.111,0.006,553,375
90.68414,17.834724,102.85129,113.16849,132.58698,0.496,0.068,0.003,554,559
92.87589,19.516266,106.4869,118.36296,139.58824,0.558,0.175,0.028,555,86
89.44278,18.451694,101.93434,112.391136,131.61542,0.429,0.086,0.009,556,524
89.07836,17.040466,102.2204,110.34993,127.94162,0.404,0.061,0.004,557,1665
93.19186,18.802498,105.95935,117.18523,136.64087,0.59,0.104,0.006,558,546
89.6892,17.91427,101.150734,113.984406,132.02565,0.441,0.081,0.003,559,1626
92.520515,19.044992,105.75612,117.10513,139.86606,0.54,0.16,0.021,560,1589
89.69137,18.371479,102.02872,112.986244,132.99226,0.457,0.083,0.012,561,684
90.967674,19.172804,104.80076,115.30301,134.78662,0.496,0.126,0.021,562,1238
85.45289,17.417948,97.128296,107.72254,128.6907,0.282,0.025,0.002,563,433
93.807106,19.082558,106.80409,117.5936,138.92262,0.594,0.137,0.009,564,301
92.70642,19.043774,105.53085,117.413925,138.31335,0.548,0.139,0.018,565,1775
91.721344,18.735266,105.04494,116.48175,134.84618,0.526,0.131,0.013,566,1644
93.489136,20.00777,107.00084,119.0388,142.89624,0.578,0.161,0.032,567,1342
91.6698,18.921143,104.93438,115.42696,134.86472,0.525,0.125,0.014,568,262
92.319984,18.277407,105.18353,115.86051,137.55666,0.548,0.089,0.004,569,1493
93.60247,18.50393,105.79614,116.93627,137.19307,0.6,0.139,0.015,570,410
91.007576,19.484476,104.34779,115.71163,137.9943,0.491,0.116,0.013,571,1492
90.06522,18.481369,102.29414,114.37434,132.13585,0.466,0.089,0.009,572,577
92.491264,18.231009,104.93332,115.778076,136.5494,0.566,0.112,0.008,573,1116
92.3682,18.462624,104.94707,115.88829,133.47643,0.565,0.115,0.006,574,1675
87.32539,17.816277,98.6723,110.65346,128.5704,0.364,0.057,0.006,575,574
91.87476,19.511515,105.448166,117.42924,136.56046,0.526,0.111,0.014,576,1175
91.854706,17.978088,104.444244,115.30162,132.62659,0.528,0.096,0.007,577,1453
92.202545,18.199213,103.869,115.047714,137.87767,0.54,0.119,0.013,578,1656
94.30258,18.687601,106.61968,117.705956,137.05215,0.635,0.151,0.015,579,749
89.28319,17.973883,101.16313,113.158485,130.49535,0.444,0.09,0.008,580,247
93.18162,19.495886,106.466324,117.98984,143.01126,0.558,0.163,0.022,581,1314
91.25398,18.888908,104.312744,114.62932,137.34761,0.515,0.141,0.018,582,1340
92.15352,19.776377,105.17914,116.43114,141.37274,0.531,0.138,0.016,583,1668
90.88476,18.53178,103.28722,115.53767,135.02707,0.506,0.127,0.013,584,245
91.37686,18.385784,103.87626,115.45083,133.14722,0.514,0.112,0.012,585,1934
87.31398,17.587097,99.0844,110.777534,129.59407,0.353,0.051,0.002,586,1652
93.1527,19.234398,106.02044,117.168945,139.22571,0.584,0.125,0.011,587,1655
90.41631,18.584639,103.07748,113.68078,131.57806,0.491,0.092,0.006,588,1383
92.06755,18.781412,105.06143,115.93787,137.61684,0.532,0.093,0.011,589,1514
91.68008,19.427208,104.59182,115.80559,137.03186,0.526,0.126,0.017,590,738
89.4337,18.61557,101.833664,113.24569,133.97578,0.433,0.077,0.005,591,1549
91.38053,18.759546,103.39407,115.66896,136.1522,0.506,0.111,0.013,592,710
90.27472,18.428219,102.951294,113.51162,131.35927,0.467,0.105,0.011,593,783
93.11454,18.839878,105.860146,117.18406,137.4317,0.575,0.156,0.023,594,798
90.27639,17.807686,102.877686,113.490616,132.92255,0.482,0.075,0.009,595,449
92.34809,18.342796,103.75802,116.09811,138.25381,0.565,0.09,0.01,596,266
93.27142,18.49163,105.63201,116.87699,138.688,0.569,0.121,0.012,597,667
86.809715,17.025925,97.47771,109.34576,128.21402,0.353,0.042,0.003,598,68
93.01934,19.235699,105.63934,117.993164,138.70476,0.594,0.125,0.011,599,1931
88.90998,17.527561,101.1049,111.358765,129.8179,0.411,0.06,0.006,600,1019
93.28353,19.682674,106.31543,118.1433,142.11404,0.566,0.145,0.025,601,1981
89.38587,17.289198,101.765045,111.32681,127.87737,0.432,0.064,0.004,602,320
90.041595,18.058855,101.60903,113.38377,131.06094,0.46,0.083,0.005,603,886
89.05491,17.772743,100.92744,111.575455,129.81404,0.432,0.068,0.01,604,526
90.67866,18.172035,103.107124,113.88146,133.95607,0.484,0.088,0.004,605,1974
88.25559,18.1521,100.46789,111.74788,131.0275,0.397,0.067,0.005,606,1084
92.0316,19.348173,105.287094,117.1658,134.70683,0.53,0.141,0.007,607,1125
91.67707,20.091015,105.2829,117.098236,139.0159,0.51,0.159,0.03,608,1396
93.61971,19.570715,106.62714,117.75232,141.10365,0.589,0.161,0.02,609,438
92.77645,18.15289,105.318954,115.58453,135.33896,0.574,0.107,0.011,610,691
91.18999,18.561146,104.20624,116.31175,133.30284,0.513,0.095,0.011,611,925
90.10566,18.298817,102.21327,113.93081,131.7783,0.454,0.055,0.002,612,220
90.75412,18.54767,103.62889,114.238235,133.64441,0.49,0.083,0.004,613,1897
92.500206,17.95634,104.138016,115.81461,136.04927,0.556,0.101,0.012,614,1369
90.724915,18.801731,104.21233,114.30143,135.44984,0.487,0.115,0.013,615,47
93.765594,18.585985,106.91199,116.60185,139.0549,0.599,0.156,0.02,616,679
93.3354,19.881357,106.90243,119.21315,139.4956,0.576,0.162,0.03,617,952
89.65964,17.226248,101.1203,111.9958,130.731,0.447,0.062,0.005,618,1452
91.20412,18.113775,102.90878,114.8568,133.28482,0.513,0.085,0.011,619,251
91.06388,18.008526,103.08678,113.8222,132.7419,0.506,0.092,0.009,620,1525
90.17036,17.79694,100.82735,113.41517,133.81462,0.458,0.073,0.002,621,626
94.4819,18.672611,107.45434,119.327034,140.35684,0.629,0.15,0.024,622,67
91.83242,18.269648,104.93114,115.22267,135.05528,0.541,0.106,0.005,623,1444
93.440575,18.281782,105.607346,116.40623,134.63528,0.619,0.113,0.006,624,1168
92.9428,18.046219,104.605804,117.60551,136.25053,0.567,0.126,0.008,625,1146
87.95564,17.908125,100.792046,110.905365,129.37958,0.383,0.059,0.001,626,119
91.41686,18.54673,104.34212,115.91396,131.08495,0.529,0.096,0.006,627,372
88.600174,17.67635,100.33914,111.51212,129.60036,0.387,0.045,0.003,628,1519
92.33453,19.277891,105.636765,116.43946,137.82161,0.55,0.144,0.014,629,547
94.76838,18.940971,106.72404,119.39522,139.02684,0.646,0.145,0.009,630,192
90.86388,17.683735,103.12462,113.42664,132.44963,0.472,0.076,0.005,631,1688
91.97869,18.986908,105.04903,117.29067,136.93164,0.539,0.138,0.016,632,1422
92.27524,18.466204,104.94104,116.226204,132.93254,0.54,0.115,0.011,633,287
91.81205,18.704672,103.61994,116.794014,137.37297,0.522,0.12,0.008,634,1932
91.301704,18.192762,103.86264,115.54618,132.90367,0.504,0.083,0.003,635,216
87.06927,17.342773,98.6976,109.10838,125.73662,0.355,0.048,0.006,636,88
89.60435,18.825043,102.778336,113.75498,134.40778,0.447,0.096,0.003,637,1312
89.10863,17.777187,100.80121,111.670364,129.91902,0.429,0.071,0.007,638,1104
92.230675,18.818705,104.99856,116.52317,135.13048,0.546,0.108,0.005,639,593
91.272804,18.538095,103.904396,115.5142,133.48094,0.51,0.081,0.011,640,1780
93.87595,18.596954,106.23581,117.15612,138.06856,0.598,0.149,0.016,641,757
90.39355,18.545177,103.306854,114.57184,133.94774,0.473,0.118,0.014,642,248
91.53733,18.263557,103.37168,115.23897,133.86774,0.506,0.085,0.009,643,384
89.76166,18.351954,102.22096,113.42011,132.37761,0.448,0.061,0.003,644,1495
91.98611,18.344543,104.91749,115.63603,132.6011,0.533,0.113,0.011,645,901
92.33865,18.428091,105.20032,116.08786,137.70892,0.561,0.1,0.009,646,1176
92.3985,18.157085,103.94899,116.70997,132.20285,0.558,0.092,0.008,647,1413
92.24025,18.831911,104.57287,116.6892,136.94727,0.541,0.117,0.011,648,476
94.21213,18.612978,107.01855,118.36765,139.357,0.629,0.161,0.018,649,745
92.19305,18.58696,104.75233,115.83158,135.70824,0.54,0.109,0.01,650,330
89.23087,18.817205,101.889275,113.911446,131.48676,0.414,0.074,0.006,651,364
86.90132,17.3493,99.33347,110.459114,126.55806,0.34,0.055,0.004,652,456
90.072,17.22347,102.706856,112.71611,126.79695,0.458,0.057,0.006,653,195
93.11449,18.751064,105.14285,117.28101,138.73674,0.573,0.165,0.018,654,154
90.495186,17.804016,103.101204,114.09022,130.33928,0.47,0.085,0.009,655,665
91.61739,18.376247,104.025,115.95475,136.01501,0.519,0.108,0.012,656,399
90.00528,17.93706,102.61391,112.85333,131.87788,0.439,0.098,0.008,657,515
94.17305,18.914742,106.629135,117.752815,138.30363,0.63,0.14,0.013,658,404
90.70969,18.667036,102.92561,116.24664,134.43544,0.478,0.092,0.009,659,615
91.674515,17.9501,103.59206,114.217865,134.84293,0.528,0.085,0.005,660,367
91.20751,19.384043,104.79631,116.92562,137.4673,0.508,0.115,0.014,661,1708
88.51573,17.570889,100.070694,111.60189,128.78404,0.403,0.053,0.001,662,3
92.872894,18.667349,105.27437,117.55088,138.98071,0.575,0.137,0.017,663,94
92.4975,19.053976,105.54094,116.75491,136.07274,0.55,0.14,0.013,664,906
91.18261,18.872543,103.60416,115.454216,135.67412,0.498,0.091,0.012,665,657
91.74141,18.97284,104.03583,115.50326,136.37505,0.515,0.099,0.007,666,717
88.38388,18.176819,101.18728,111.55722,130.75136,0.4,0.068,0.011,667,737
92.81346,19.588846,105.7953,117.17102,140.51129,0.564,0.141,0.017,668,1581
86.31035,16.786568,97.66823,108.51579,124.533875,0.326,0.024,0.0,669,142
91.99039,19.066534,104.21238,116.26386,137.46178,0.532,0.094,0.004,670,1230
90.5269,17.586416,101.9325,112.430405,135.08656,0.483,0.086,0.007,671,97
90.70885,17.87369,102.71251,114.46508,130.8677,0.498,0.057,0.007,672,1108
